Height,u,tke,omega
0.0,0.0,0.670505654313906,3.5715418108681933
0.0002813263340389897,0.0003014092694047141,0.670505654313906,3.5710356622160293
0.0011253053361559588,0.0012053808550478125,0.670505654313906,3.5695180766529493
0.002531937006350907,0.0027111468148027485,0.670505654313906,3.566991631705347
0.004501221344623835,0.004817429659443154,0.670505654313906,3.563460611100049
0.007033158350974742,0.007522445959072835,0.670505654313906,3.5589309866394547
0.010127748025403628,0.01082391136219574,0.670505654313906,3.5534103930272574
0.013784990367910494,0.014719046997854352,0.670505654313906,3.5469080958421526
0.01800488537849534,0.019204587223338787,0.670505654313906,3.5394349529091462
0.02278743305715817,0.024276788672396982,0.670505654313906,3.5310033693670113
0.028132633403898967,0.029931440551780986,0.670505654313906,3.5216272467758336
0.03404048641871774,0.03616387612733624,0.670505654313906,3.511321926649692
0.04051099210161451,0.042968985334844514,0.670505654313906,3.5001041288360355
0.047544150452589265,0.050341228445361985,0.670505654313906,3.487991885194904
0.05513996147164198,0.058274650710097124,0.670505654313906,3.475004469057367
0.06329842515877267,0.06676289790573268,0.670505654313906,3.4611623209635156
0.07201954151398136,0.07579923269779708,0.670505654313906,3.446486971195626
0.08130331053726803,0.0853765517369936,0.670505654313906,3.4310009596320032
0.09114973222863268,0.09548740340153018,0.670505654313906,3.414727753451346
0.10155880658807527,0.10612400609723958,0.670505654313906,3.3976916632166096
0.11253053361559587,0.11727826702684459,0.670505654313906,3.3799177578613024
0.12406491331119446,0.12894180133985625,0.670505654313906,3.361431779090404
0.13616194567487097,0.1411059515754665,0.670505654313906,3.342260055692883
0.14882163070662552,0.15376180731224134,0.670505654313906,3.322429418243495
0.16204396840645804,0.16690022494044882,0.670505654313906,3.3019671146486775
0.17582895877436855,0.18051184747541507,0.670505654313906,3.2809007269653083
0.19017660181035706,0.19458712433334657,0.670505654313906,3.25925808989233
0.20508689751442347,0.20911633099450974,0.670505654313906,3.2370672113043266
0.2205598458865679,0.2240895884824997,0.670505654313906,3.2143561951634574
0.23659544692679033,0.23949688259248758,0.670505654313906,3.191153167112233
0.25319370063509067,0.2553280828057284,0.670505654313906,3.167486203014969
0.2703546070114691,0.2715729608322587,0.670505654313906,3.1433832606806686
0.28807816605592546,0.2882212087284488,0.670505654313906,3.1188721149651744
0.30636437776845976,0.3052624565409736,0.670505654313906,3.093980296415889
0.3252132421490721,0.32268628943366207,0.670505654313906,3.0687350335886787
0.3446247591977624,0.34048226425863165,0.670505654313906,3.0431631991339665
0.3645989289145307,0.35863992553797464,0.670505654313906,3.017291259717799
0.3851357512993768,0.3771488208270992,0.670505654313906,2.9911452298140655
0.4062352263523011,0.39599851543550374,0.670505654313906,2.964750629376199
0.42789735407330326,0.41517860648531196,0.670505654313906,2.938132445370865
0.45012213446238347,0.43467873629229964,0.670505654313906,2.911315097132249
0.47290956751954166,0.45448860505828415,0.670505654313906,2.8843224054739465
0.49625965324477783,0.47459798286776467,0.670505654313906,2.857177565475871
0.5201723916380919,0.4949967209853953,0.670505654313906,2.8299031228463276
0.5446477826994839,0.5156747624543923,0.670505654313906,2.802520953744203
0.569685826428954,0.5366221519992137,0.670505654313906,2.775052247933206
0.5952865228265021,0.5578290452388339,0.670505654313906,2.7475174951291508
0.6214498718921282,0.5792857172196682,0.670505654313906,2.719936474392251
0.6481758736258322,0.6009825702796634,0.670505654313906,2.6923282464093643
0.6754645280276143,0.6229101412573017,0.670505654313906,2.664711148505775
0.7033158350974742,0.6450591080612061,0.670505654313906,2.6371027922224815
0.7317297948354122,0.6674202956177774,0.670505654313906,2.6095200632928512
0.7607064072414282,0.6899846812157636,0.670505654313906,2.581979123851802
0.7902456723155219,0.7127433992679272,0.670505654313906,2.5544954167112723
0.8203475900576939,0.7356877455110248,0.670505654313906,2.527083671537446
0.8510121604679438,0.758809180666143,0.670505654313906,2.499757912767997
0.8822393835462716,0.7820993335821117,0.670505654313906,2.4725314691112055
0.9140292592926775,0.8055500038851563,0.670505654313906,2.445416984473266
0.9463817877071613,0.8291531641582929,0.670505654313906,2.4184264301651477
0.9792969687897232,0.8529009616741123,0.670505654313906,2.3915711182459782
1.0127748025403627,0.8767857197046163,0.670505654313906,2.3648617158660032
1.0468152889590805,0.9007999384316822,0.670505654313906,2.3383082604785335
1.0814184280458763,0.924936295481491,0.670505654313906,2.3119201757969754
1.11658421980075,0.9491876461059612,0.670505654313906,2.285706288379847
1.1523126642237018,0.9735470230337914,0.670505654313906,2.2596748447336212
1.1886037613147313,0.9980076360132725,0.670505654313906,2.233833528830187
1.225457511073839,1.0225628710684274,0.670505654313906,2.2081894799426642
1.2628739135010247,1.0472062894894734,0.670505654313906,2.182749310710169
1.3008529685962884,1.0719316265779097,0.670505654313906,2.1575191253488626
1.33939467635963,1.0967327901658634,0.670505654313906,2.132504537933204
1.3784990367910497,1.1216038589285728,0.670505654313906,2.107710690677713
1.4181660498905473,1.1465390805081643,0.670505654313906,2.083142272155733
1.4583957156581229,1.1715328694660854,0.670505654313906,2.0588035353975997
1.4991880340937758,1.1965798050807956,0.670505654313906,2.0346983158163283
1.5405430051975073,1.2216746290065286,0.670505654313906,2.0108300489143063
1.5824606289693168,1.24681224280814,0.670505654313906,1.9872017877296528
1.6249409054092043,1.2719877053863136,0.670505654313906,1.963816219985707
1.6679838345171698,1.2971962303065743,0.670505654313906,1.9406756849117193
1.711589416293213,1.322433183044848,0.670505654313906,1.91778218970707
1.7557576507373345,1.3476940781615323,0.670505654313906,1.8951374256253406
1.8004885378495339,1.3729745764153165,0.670505654313906,1.8727427836583086
