Height,u,tke,omega
0.0,0.0,1.38807857815901,3.5715418108681933
0.0002813263340389897,0.22584198799968186,1.38807857815901,3.5710356622160293
0.0011253053361559588,0.3283680438085208,1.38807857815901,3.5695180766529493
0.002531937006350907,0.4087428470465478,1.38807857815901,3.566991631705347
0.004501221344623835,0.4774381112638211,1.38807857815901,3.563460611100049
0.007033158350974742,0.5385778526493078,1.38807857815901,3.5589309866394547
0.010127748025403628,0.5943008662569398,1.38807857815901,3.5534103930272574
0.013784990367910494,0.6458886154983841,1.38807857815901,3.5469080958421526
0.01800488537849534,0.6941818924989125,1.38807857815901,3.5394349529091462
0.02278743305715817,0.7397681737195517,1.38807857815901,3.5310033693670113
0.028132633403898967,0.7830773961894815,1.38807857815901,3.5216272467758336
0.03404048641871774,0.8244356023937592,1.38807857815901,3.511321926649692
0.04051099210161451,0.8640971265572439,1.38807857815901,3.5001041288360355
0.047544150452589265,0.9022649739587142,1.38807857815901,3.487991885194904
0.05513996147164198,0.9391042961847156,1.38807857815901,3.475004469057367
0.06329842515877267,0.9747516252310189,1.38807857815901,3.4611623209635156
0.07201954151398136,1.0093213937148209,1.38807857815901,3.446486971195626
0.08130331053726803,1.0429106577211726,1.38807857815901,3.4310009596320032
0.09114973222863268,1.0756025937764655,1.38807857815901,3.414727753451346
0.10155880658807527,1.1074691382013415,1.38807857815901,3.3976916632166096
0.11253053361559587,1.1385730129942544,1.38807857815901,3.3799177578613024
0.12406491331119446,1.1689693042116438,1.38807857815901,3.361431779090404
0.13616194567487097,1.1987067081809408,1.38807857815901,3.342260055692883
0.14882163070662552,1.2278285272890366,1.38807857815901,3.322429418243495
0.16204396840645804,1.256373474309683,1.38807857815901,3.3019671146486775
0.17582895877436855,1.2843763284830283,1.38807857815901,3.2809007269653083
0.19017660181035706,1.3118684754766963,1.38807857815901,3.25925808989233
0.20508689751442347,1.3388783554322088,1.38807857815901,3.2370672113043266
0.2205598458865679,1.3654318375500094,1.38807857815901,3.2143561951634574
0.23659544692679033,1.391552535437802,1.38807857815901,3.191153167112233
0.25319370063509067,1.4172620742992088,1.38807857815901,3.167486203014969
0.2703546070114691,1.4425803186698365,1.38807857815901,3.1433832606806686
0.28807816605592546,1.4675255676047825,1.38807857815901,3.1188721149651744
0.30636437776845976,1.4921147228363734,1.38807857815901,3.093980296415889
0.3252132421490721,1.5163634343470345,1.38807857815901,3.0687350335886787
0.3446247591977624,1.5402862269625617,1.38807857815901,3.0431631991339665
0.3645989289145307,1.563896610909423,1.38807857815901,3.017291259717799
0.3851357512993768,1.5872071787544262,1.38807857815901,2.9911452298140655
0.4062352263523011,1.6102296907251594,1.38807857815901,2.964750629376199
0.42789735407330326,1.632975150071667,1.38807857815901,2.938132445370865
0.45012213446238347,1.655453869856227,1.38807857815901,2.911315097132249
0.47290956751954166,1.6776755323352435,1.38807857815901,2.8843224054739465
0.49625965324477783,1.6996492419147755,1.38807857815901,2.857177565475871
0.5201723916380919,1.7213835725109972,1.38807857815901,2.8299031228463276
0.5446477826994839,1.7428866100225853,1.38807857815901,2.802520953744203
0.569685826428954,1.7641659905187228,1.38807857815901,2.775052247933206
0.5952865228265021,1.7852289346601302,1.38807857815901,2.7475174951291508
0.6214498718921282,1.806082278798216,1.38807857815901,2.719936474392251
0.6481758736258322,1.8267325031365143,1.38807857815901,2.6923282464093643
0.6754645280276143,1.8471857572871127,1.38807857815901,2.664711148505775
0.7033158350974742,1.867447883511087,1.38807857815901,2.6371027922224815
0.7317297948354122,1.8875244378947833,1.38807857815901,2.6095200632928512
0.7607064072414282,1.90742070968201,1.38807857815901,2.581979123851802
0.7902456723155219,1.9271417389549825,1.38807857815901,2.5544954167112723
0.8203475900576939,1.9466923328334464,1.38807857815901,2.527083671537446
0.8510121604679438,1.9660770803412115,1.38807857815901,2.499757912767997
0.8822393835462716,1.9853003660718846,1.38807857815901,2.4725314691112055
0.9140292592926775,2.0043663827704203,1.38807857815901,2.445416984473266
0.9463817877071613,2.023279142933962,1.38807857815901,2.4184264301651477
0.9792969687897232,2.0420424895239453,1.38807857815901,2.3915711182459782
1.0127748025403627,2.0606601058714253,1.38807857815901,2.3648617158660032
1.0468152889590805,2.0791355248487626,1.38807857815901,2.3383082604785335
1.0814184280458763,2.097472137373118,1.38807857815901,2.3119201757969754
1.11658421980075,2.1156732003003906,1.38807857815901,2.285706288379847
1.1523126642237018,2.1337418437622433,1.38807857815901,2.2596748447336212
1.1886037613147313,2.1516810779935764,1.38807857815901,2.233833528830187
1.225457511073839,2.169493799693099,1.38807857815901,2.2081894799426642
1.2628739135010247,2.187182797955501,1.38807857815901,2.182749310710169
1.3008529685962884,2.204750759810029,1.38807857815901,2.1575191253488626
1.33939467635963,2.2222002753969634,1.38807857815901,2.132504537933204
1.3784990367910497,2.2395338428105593,1.38807857815901,2.107710690677713
1.4181660498905473,2.2567538726343908,1.38807857815901,2.083142272155733
1.4583957156581229,2.273862692192676,1.38807857815901,2.0588035353975997
1.4991880340937758,2.2908625495390624,1.38807857815901,2.0346983158163283
1.5405430051975073,2.3077556172024414,1.38807857815901,2.0108300489143063
1.5824606289693168,2.3245439957076743,1.38807857815901,1.9872017877296528
1.6249409054092043,2.3412297168875655,1.38807857815901,1.963816219985707
1.6679838345171698,2.3578147470010378,1.38807857815901,1.9406756849117193
1.711589416293213,2.3743009896712137,1.38807857815901,1.91778218970707
1.7557576507373345,2.3906902886559673,1.38807857815901,1.8951374256253406
1.8004885378495339,2.406984430462508,1.38807857815901,1.8727427836583086
