P0,21.0,0.0,0.1
P1,21.0,0.0,0.2
P2,21.0,0.0,0.30000000000000004
P3,21.0,0.0,0.4
P4,21.0,0.0,0.5
P5,21.0,0.0,0.6
P6,21.0,0.0,0.7000000000000001
P7,21.0,0.0,0.8
P8,21.0,0.0,0.9
P9,21.0,0.0,1.0
P10,21.0,0.0,1.1
P11,21.0,0.0,1.2000000000000002
P12,21.0,0.0,1.3000000000000003
P13,21.0,0.0,1.4000000000000001
P14,21.0,0.0,1.5000000000000002
P15,21.0,0.0,1.6
P16,21.0,0.0,1.7000000000000002
P17,21.0,0.0,1.8000000000000003
P18,21.0,0.0,1.9000000000000001
P19,21.0,0.0,2.0
P20,21.0,0.0,2.1
P21,21.0,0.0,2.2
P22,21.0,0.0,2.3000000000000003
P23,21.0,0.0,2.4000000000000004
P24,21.0,0.0,2.5000000000000004
P25,21.0,0.0,2.6
P26,21.0,0.0,2.7
P27,21.0,0.0,2.8000000000000003
P28,21.0,0.0,2.9000000000000004
P29,21.0,0.0,3.0000000000000004
P30,21.0,0.0,3.1
P31,21.0,0.0,3.2
P32,21.0,0.0,3.3000000000000003
P33,21.0,0.0,3.4000000000000004
P34,21.0,0.0,3.5000000000000004
P35,21.0,0.0,3.6
P36,21.0,0.0,3.7
P37,21.0,0.0,3.8000000000000003
P38,21.0,0.0,3.9000000000000004
P39,21.0,0.0,4.0
P40,21.0,0.0,4.1
P41,21.0,0.0,4.2
P42,21.0,0.0,4.3
P43,21.0,0.0,4.3999999999999995
P44,21.0,0.0,4.5
P45,21.0,0.0,4.6
P46,21.0,0.0,4.7
P47,21.0,0.0,4.8
P48,21.0,0.0,4.9
P49,21.0,0.0,5.0
P50,21.0,0.0,5.1
P51,21.0,0.0,5.2
P52,21.0,0.0,5.3
P53,21.0,0.0,5.4
P54,21.0,0.0,5.5
P55,21.0,0.0,5.6
P56,21.0,0.0,5.7
P57,21.0,0.0,5.8
P58,21.0,0.0,5.9
P59,21.0,0.0,6.0
P60,21.0,0.0,6.1
P61,21.0,0.0,6.2
P62,21.0,0.0,6.3
P63,21.0,0.0,6.4
P64,21.0,0.0,6.5
P65,21.0,0.0,6.6
P66,21.0,0.0,6.7
P67,21.0,0.0,6.8
P68,21.0,0.0,6.9
P69,21.0,0.0,7.0
P70,21.0,0.0,7.1
P71,21.0,0.0,7.2
P72,21.0,0.0,7.3
P73,21.0,0.0,7.4
P74,21.0,0.0,7.5
P75,21.0,0.0,7.6
P76,21.0,0.0,7.7
P77,21.0,0.0,7.8
P78,21.0,0.0,7.9
P79,21.0,0.0,8.0
P80,21.0,0.0,8.1
P81,21.0,0.0,8.2
P82,21.0,0.0,8.3
P83,21.0,0.0,8.4
P84,21.0,0.0,8.5
P85,21.0,0.0,8.6
P86,21.0,0.0,8.7
P87,21.0,0.0,8.8
P88,21.0,0.0,8.9
P89,21.0,0.0,9.0
P90,21.0,0.0,9.1
P91,21.0,0.0,9.2
P92,21.0,0.0,9.3
P93,21.0,0.0,9.4
P94,21.0,0.0,9.5
P95,21.0,0.0,9.6
P96,21.0,0.0,9.700000000000001
P97,21.0,0.0,9.8
P98,21.0,0.0,9.9
P99,21.0,0.0,10.0
P100,21.0,0.0,10.1
P101,21.0,0.0,10.200000000000001
P102,21.0,0.0,10.3
P103,21.0,0.0,10.4
P104,21.0,0.0,10.5
P105,21.0,0.0,10.6
P106,21.0,0.0,10.700000000000001
P107,21.0,0.0,10.8
P108,21.0,0.0,10.9
P109,21.0,0.0,11.0
P110,21.0,0.0,11.1
P111,21.0,0.0,11.200000000000001
P112,21.0,0.0,11.3
P113,21.0,0.0,11.4
P114,21.0,0.0,11.5
P115,21.0,0.0,11.6
P116,21.0,0.0,11.700000000000001
P117,21.0,0.0,11.8
P118,21.0,0.0,11.9
P119,21.0,0.0,12.0
