ITEM NAME,VARIABLE,MIN,MAX,AVG,RMS,STDDEV
P0,Ux,3.38710294,3.38711376,3.3871080333745875,3.3871080333750845,1.8348514337050727E-6
P0,Uy,-9.15860554E-7,7.80767205E-6,3.811534307156353E-6,4.029355082771218E-6,1.3068697748530217E-6
P0,Uz,0.0139583617,0.0139715726,0.013965072928217824,0.013965073078412542,2.0481602577834287E-6
P0,UMag,3.3871317313826244,3.3871425544899614,3.387136822307744,3.3871368223082388,1.8311169868622858E-6
P0,p,2.98154225,2.98203638,2.9817852772937297,2.9817852780396534,6.669611512951604E-5
P0,k,0.608212482,0.608213261,0.6082130133597359,0.6082130133597571,1.6035565658645166E-7
P100,Ux,5.99907916,5.99908727,5.999084205330033,5.999084205330132,1.0886143310391177E-6
P100,Uy,-1.60913012E-6,3.84774551E-6,1.181864098072035E-6,1.4740405462223276E-6,8.809045269470427E-7
P100,Uz,0.490627276,0.49063345,0.4906303639546205,0.49063036395564297,1.0016442490890773E-6
P100,UMag,6.0191085484496565,6.019116934769299,6.019113677002428,6.019113677002527,1.087417807334206E-6
P100,p,3.99020558,3.99058831,3.9904154552722773,3.9904154554894538,4.163232011384243E-5
P100,k,2.64661882,2.64661978,2.6466190693069307,2.6466190693069436,2.6098161012703553E-7
P101,Ux,6.05663394,6.05664341,6.056638976988449,6.05663897698861,1.398279915635803E-6
P101,Uy,-2.08803941E-6,4.53738377E-6,1.1123079974146798E-6,1.5204462497924131E-6,1.0365942877496278E-6
P101,Uz,0.483378298,0.483384895,0.4833817862821782,0.4833817862832361,1.0112738460294147E-6
P101,UMag,6.075892671565228,6.075902279731903,6.075897764848285,6.0758977648484445,1.3943474467788795E-6
P101,p,4.17457128,4.17493362,4.174773479702971,4.174773479890627,3.9583404333027126E-5
P101,k,2.67608613,2.67608757,2.676086609405941,2.6760866094059557,2.807903335135192E-7
P102,Ux,6.05663394,6.05664341,6.056638976988449,6.05663897698861,1.398279915635803E-6
P102,Uy,-2.08803941E-6,4.53738377E-6,1.1123079974146798E-6,1.5204462497924131E-6,1.0365942877496278E-6
P102,Uz,0.483378298,0.483384895,0.4833817862821782,0.4833817862832361,1.0112738460294147E-6
P102,UMag,6.075892671565228,6.075902279731903,6.075897764848285,6.0758977648484445,1.3943474467788795E-6
P102,p,4.17457128,4.17493362,4.174773479702971,4.174773479890627,3.9583404333027126E-5
P102,k,2.67608613,2.67608757,2.676086609405941,2.6760866094059557,2.807903335135192E-7
P103,Ux,6.0571339,6.05714269,6.057138773828383,6.0571387738285365,1.3647031000421135E-6
P103,Uy,-2.07503667E-6,4.52188719E-6,1.1107345143224903E-6,1.5167075843548191E-6,1.0327975286241792E-6
P103,Uz,0.483262992,0.483269546,0.48326645037623767,0.4832664503772855,1.0064074444542594E-6
P103,UMag,6.076381875314225,6.076390802260108,6.076386803642259,6.076386803642411,1.3616408354513373E-6
P103,p,4.17617714,4.17653919,4.176379226864687,4.176379227052153,3.957100573177435E-5
P103,k,2.67622579,2.67622723,2.676226269405941,2.6762262694059555,2.8079033356502207E-7
P104,Ux,6.0692628,6.06927227,6.069268192846534,6.069268192846663,1.2511753152984155E-6
P104,Uy,-1.77053083E-6,4.14399401E-6,1.0728080794928316E-6,1.4139182374611746E-6,9.210035867466621E-7
P104,Uz,0.481147089,0.481152459,0.48114983316336635,0.4811498331640952,8.37484677783396E-7
P104,UMag,6.088304989693552,6.088314386687851,6.08831023837111,6.088310238371238,1.2493204460432996E-6
P104,p,4.21669307,4.21705139,4.216893246773927,4.216893246956975,3.9290962057588045E-5
P104,k,2.68040264,2.68040408,2.6804031194059403,2.6804031194059554,2.80790333651037E-7
P105,Ux,6.08141335,6.08142282,6.081418843143563,6.0814188431436715,1.1396941439956746E-6
P105,Uy,-1.47109427E-6,3.76557371E-6,1.03494640713967E-6,1.3363061132488855E-6,8.453401461275995E-7
P105,Uz,0.479258037,0.479262561,0.4792602955618813,0.47926029556243827,7.307513868658925E-7
P105,UMag,6.100268833605547,6.100278247701334,6.1002742214302135,6.100274221430319,1.1388300926091187E-6
P105,p,4.25773328,4.25808759,4.257931636848185,4.25793163702723,3.904768701880338E-5
P105,k,2.684854,2.68485544,2.684854374653465,2.684854374653483,3.063278653667632E-7
P106,Ux,6.09359367,6.09360382,6.093599685173268,6.093599685173372,1.1284113894262867E-6
P106,Uy,-1.54155726E-6,3.66349867E-6,9.973367431368896E-7,1.3006431092887375E-6,8.348604185906631E-7
P106,Uz,0.477272113,0.477277314,0.4772747918061056,0.4772747918066932,7.489134645756816E-7
P106,UMag,6.112256181964621,6.112266294336462,6.112262130344178,6.112262130344283,1.126757123085066E-6
P106,p,4.29805914,4.29840972,4.298255663160066,4.298255663335585,3.884387212268302E-5
P106,k,2.68921778,2.68921922,2.689218112079208,2.689218112079226,3.074208159797511E-7
P107,Ux,6.10583014,6.10584097,6.105837104273927,6.1058371042740465,1.2066056024637057E-6
P107,Uy,-1.96511673E-6,4.12000412E-6,9.596724770334094E-7,1.3096153856373846E-6,8.911347794372725E-7
P107,Uz,0.475245048,0.475251179,0.475248406730198,0.47524840673102414,8.861330735687354E-7
P107,UMag,6.124297740118665,6.1243085571716325,6.124304678249631,6.124304678249749,1.2054469766086712E-6
P107,p,4.33828882,4.33863566,4.338483772838284,4.338483773010749,3.8684277102129875E-5
P107,k,2.6935674,2.69356884,2.6935679001980204,2.693567900198034,2.7844682451372636E-7
P108,Ux,6.11792319,6.11793401,6.117930073341584,6.1179300733417294,1.3349815411301642E-6
