velocity,height
0.695487296,0.253128555
0.656465681,0.797497156
0.576166098,1.223833902
0.466666667,2.077929465
0.428441411,2.856086462
0.410523322,3.595847554
0.464410315,4.41552901
0.538737201,5.235779295
0.653943876,6.057167235
0.727739856,6.721558589
0.832726583,7.542662116
0.91753887,8.44112628
1.033940083,9.613196815
1.120875995,11.1350967
