velocity,height
0.863808063,0.193548387
0.774448608,0.619354839
0.546085557,1.122580645
0.397153132,1.935483871
0.397153132,2.787096774
0.387224304,3.522580645
0.387224304,4.296774194
0.377295476,5.187096774
0.397153132,5.961290323
0.456726102,6.541935484
0.675160325,7.393548387
0.923381033,8.361290323
1.062384629,9.561290323
1.121957599,11.07096774
