velocity,height
0.826135616,0.140505972
0.746280448,0.569641682
0.606188282,1.114737139
0.446543779,2.012226089
0.397366689,2.716730932
0.378670178,3.578952318
0.380118499,4.441737986
0.371428571,5.265023982
0.423107307,6.050785291
0.514878209,6.720022571
0.707702436,7.588168908
0.910599078,8.456597385
1.063857801,9.755007994
1.146938776,11.24753127
