velocity,height
0.782352941,0.193548387
0.720588235,0.580645161
0.607352941,1.161290323
0.463235294,2.012903226
0.360294118,2.748387097
0.339705882,3.561290323
0.339705882,4.374193548
0.370588235,5.264516129
0.473529412,6
0.586764706,6.658064516
0.741176471,7.509677419
0.885294118,8.4
1.029411765,9.561290323
1.122058824,11.03225806
