tke,height
0.00799375,0.451745549
0.009441178,1.052016941
0.006982195,1.839055882
0.001916197,2.738106008
0.003412969,3.563386652
0.006217361,4.351412476
0.01825733,5.25366997
0.03028085,6.08092438
0.039648012,6.795180723
0.046383486,7.508943624
0.051901805,8.672478309
0.056120729,9.910769357
0.064361199,11.48731445
