tke,height
0.012025343,0.151310613
0.010832747,0.784628763
0.008356454,1.641310199
0.009880326,2.498737008
0.011420763,3.430701064
0.00894447,4.2873825
0.011785167,5.070520518
0.013317322,5.965215951
0.013491242,6.747857054
0.026999048,7.532982732
0.040531699,8.429914282
0.059497288,9.77506315
0.074537248,11.45488426
