tke,height
0.009535001,0.335403727
0.0069582,0.894409938
0.007151251,1.751552795
0.004633205,2.571428571
0.002115159,3.391304348
0.003667954,4.285714286
0.003861004,5.142857143
0.006756757,6
0.012321638,6.708074534
0.024676851,7.565217391
0.039743159,8.459627329
0.053558838,9.801242236
0.066090314,11.44099379
