tke,height
0.004026755,0.372670807
0.002684503,0.968944099
0.006711258,1.788819876
0.005369007,2.608695652
0.00805351,3.540372671
0.018791523,4.322981366
0.028187285,5.180124224
0.04026755,6.037267081
0.045636556,6.745341615
0.046978808,7.527950311
0.053690066,8.49689441
0.056374569,9.801242236
0.060401324,11.36645963
